"P.trt","P.lim","P.cID","P.daynumber","P.tm.pt","P.iso","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.N","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.P","C.NA","C.NA","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.N","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","T.P","NA","global"
"T","P","P2","9","3","2","3P22","1","1","0","0","1","1","1","0",NA,"1","0","0","1","0","1","0","0","0","0","0","0","0","0",NA,"0","0","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,"1","1","1","1",NA,NA,"1","0","1","1","1",NA,"1","1","1","1","1","1",NA,"0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,"1",0.381188118811881
"T","P","P4","9","3","1","3P41","1","1","1","1","1","1","1","1",NA,"1","1","1","0","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","0","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1",0.0348258706467662
"T","P","P4","9","3","2","3P42","1","1","1","1","1","1","1","1",NA,"1","1","1","0","1","1","1","1","1","1","1","0","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","0","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1",0.054726368159204
"T","P","P5","9","3","1","3P51","0","1","1","1","1","1","1","1",NA,"1","1","1","0","1","0","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","0","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.045
"T","P","P2","23","5","1","5P21","1","1","1","1","1","1","1","1",NA,"1","1","1","0","0","0","1","1","1","1","1","1","1","2",NA,"1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","0","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.050251256281407
"T","P","P2","23","5","2","5P22","1","1","1","1","1","1","1","1",NA,"1","0","1","0","1","1","0","0","1","0","0","0","0","0",NA,"0","0","0","0","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","1",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0","0","0","1","0","1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","0","1","0",NA,"0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","0","1","1","1",NA,"1","1","1","1","1","1",NA,"0","1","1","1","1","1",NA,"0","1","1","0","0","1",NA,NA,0.301507537688442
"T","P","P2","23","5","3","5P23","1","1","1","1","1","1","1","1",NA,"1","1","1","1","0","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.025
"T","P","P4","23","5","1","5P41","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.015
"T","P","P4","23","5","2","5P42","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","0","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1","1",NA,NA,0.02
"T","P","P4","23","5","3","5P43","0","1","1","1","1","1","1","1",NA,"1","1","1","0","1","0","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"0","0","1","1","1",NA,"0","1","1","1","1","1",NA,"1","1","1","0","1","1",NA,"1","1","1","1","1","1",NA,NA,0.1
"T","P","P5","23","5","1","5P51","0","0","0","0","1","1","0","1",NA,"1","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.41
"T","P","P5","23","5","2","5P52","1","0","0","0","1","1","0","0",NA,"0","0","0","1","0","1","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0","0","0","0","0","1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"0","0","1","1","1","1",NA,"0","1","1","0","0","1",NA,NA,0.415
"T","P","P5","23","5","3","5P53","0","0","1","1","1","1","1","1",NA,"1","1","1",NA,"1","0","1","1","1","1","0","0","1","1",NA,"1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"0","0","0","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","0","1","1",NA,"0","1","1","1","1","1",NA,NA,0.0808080808080808
"T","P","P2","72","12","1","12P21","0","1","0","1","1","1","1","0",NA,"0","1","1","1",NA,"0","0","0","0","1","1","1","1",NA,NA,"1","0","0","1","1","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,NA,"0",NA,NA,NA,NA,"0",NA,"1","1","1","0","0","1","1","1","0","1",NA,"0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,NA,NA,"1","1","1","1","1","1","0","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA,"1",NA,"1","1","1",NA,"1","1",NA,"0","1","1","1","1","1",NA,NA,0.209944751381215
"T","P","P2","72","12","2","12P22","0","0","0","0","1","1","0",NA,NA,NA,"0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","1",NA,NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"0","0","1","0","1","1",NA,"0","1","1","0","0",NA,NA,NA,0.427835051546392
"T","P","P2","72","12","3","12P23","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.435
"T","P","P2","72","12","4","12P24","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.435
"T","P","P2","72","12","5","12P25","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","1","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1",NA,"0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.435
"T","P","P4","72","12","1","12P41","0","0","0","0","1","1","1","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.425
"T","P","P4","72","12","2","12P42","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.435
"T","P","P4","72","12","3","12P43","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.44
"T","P","P4","72","12","4","12P44","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.44
"T","P","P4","72","12","5","12P45","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.435
"T","P","P5","72","12","1","12P51","0","0","0","0","1","1","0","0",NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0",NA,NA,NA,NA,"1","0",NA,NA,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"0",NA,"1","1","0",NA,"0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",NA,"1","1","1","1","1",NA,"1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","0","0","0","1","0","1","1",NA,"0","1","1","0","0","1",NA,NA,0.44
